^GSPC,AAPL,AMZN,GOOGL,META,MSFT,TSLA
2043.939941,26.31500053,33.79449844,38.90050125,104.6600037,55.47999954,16.00066757
2012.660034,26.33749962,31.84950066,37.97200012,102.2200012,54.79999924,14.89400005
2016.709961,25.67749977,31.68950081,38.07649994,102.7300034,55.04999924,14.89533329
1990.26001,25.17499924,31.63249969,37.96649933,102.9700012,54.04999924,14.60266685
1943.089966,24.11249924,30.39699936,37.04999924,97.91999817,52.16999817,14.37666702
1922.030029,24.23999977,30.35250092,36.54550171,97.33000183,52.33000183,14.0666666
1923.670044,24.63249969,30.88699913,36.6534996,97.51000214,52.29999924,13.85666656
1938.680054,24.98999977,30.89450073,37.26699829,99.37000275,52.77999878,13.99800014
1890.280029,24.34749985,29.09049988,35.97850037,95.44000244,51.63999939,13.35400009
1921.839966,24.87999916,29.64999962,36.56949997,98.37000275,53.11000061,13.74533272
1880.329956,24.28249931,28.50900078,35.5245018,94.97000122,50.99000168,13.66600037
1881.329956,24.16500092,28.72400093,35.95399857,95.26000214,50.56000137,13.64799976
1859.329956,24.19750023,28.58849907,35.9280014,94.34999847,50.79000092,13.24666691
1868.98999,24.07500076,28.75099945,36.33349991,94.16000366,50.47999954,13.33133316
1906.900024,25.35499954,29.81900024,37.27299881,97.94000244,52.29000092,13.50333309
1877.079956,24.86000061,29.82649994,36.68099976,97.01000214,51.79000092,13.09200001
1903.630005,24.99749947,30.0625,36.6894989,97.33999634,52.16999817,12.90400028
1882.949951,23.35499954,29.16749954,35.87900162,94.44999695,51.22000122,12.53800011
1893.359985,23.52249908,31.76749992,37.41500092,109.1100006,52.06000137,12.64666653
1940.23999,24.33499908,29.35000038,38.06750107,112.2099991,55.09000015,12.74666691
1939.380005,24.10750008,28.7404995,38.53850174,115.0899963,54.70999908,13.12933254
1903.030029,23.62000084,27.60499954,39.04550171,114.6100006,53,12.18533325
1912.530029,24.08749962,26.55349922,37.46900177,112.6900024,52.15999985,11.56533337
1915.449951,24.14999962,26.81299973,36.50149918,110.4899979,52,11.6886673
1880.050049,23.50499916,25.10650063,35.18799973,104.0699997,50.15999985,10.84000015
1853.439941,23.75250053,24.40500069,35.20800018,99.75,49.40999985,9.866000175
1852.209961,23.74749947,24.10350037,35.05099869,99.54000092,49.27999878,9.883333206
1851.859985,23.56749916,24.52400017,35.34249878,101,49.70999908,9.578000069
1829.079956,23.42499924,25.19099998,35.31800079,101.9100037,49.68999863,10.03133297
1864.780029,23.49749947,25.35400009,35.3445015,102.0100021,50.5,10.06933308
1895.579956,24.15999985,26.05500031,35.88199997,101.6100006,51.09000015,10.34466743
1926.819946,24.53000069,26.70499992,36.5984993,105.1999969,52.41999817,11.24533272
1917.829956,24.06500053,26.25,35.87549973,103.4700012,52.18999863,11.11800003
1917.780029,24.01000023,26.74500084,36.10549927,104.5699997,51.81999969,11.10533333
1945.5,24.21999931,27.97500038,36.45249939,107.1600037,52.65000153,11.84933281
1921.27002,23.67250061,27.64699936,35.86449814,105.4599991,51.18000031,11.81400013
1929.800049,24.02499962,27.70199966,36.04499817,106.8799973,51.36000061,11.9333334
1951.699951,24.19000053,27.75749969,36.45600128,108.0699997,52.09999847,12.49533272
1948.050049,24.22750092,27.7614994,36.24300003,107.9199982,51.29999924,12.68933296
1932.22998,24.17250061,27.62599945,35.86100006,106.9199982,50.88000107,12.79533291
1978.349976,25.13249969,28.95199966,37.10850143,109.8199997,52.58000183,12.42333317
1986.449951,25.1875,29.01049995,36.97399902,109.9499969,52.95000076,12.55599976
1993.400024,25.375,28.87450027,36.57949829,109.5800018,52.34999847,13.04933262
1999.98999,25.75250053,28.75699997,36.51100159,108.3899994,52.02999878,13.40266705
2001.76001,25.46750069,28.13999939,35.63999939,105.7300034,51.02999878,13.68599987
1979.26001,25.25749969,28.01300049,35.67649841,105.9300003,51.65000153,13.50666714
1989.26001,25.28000069,27.9734993,36.27050018,107.5100021,52.84000015,13.91466713
1989.569946,25.29249954,27.94650078,36.60850143,107.3199997,52.04999924,13.67866707
2022.189941,25.56500053,28.48049927,37.24349976,109.4100037,53.06999969,13.83333302
2019.640015,25.62999916,28.6685009,37.51200104,109.8899994,53.16999817,14.34333324
2015.930054,26.14500046,28.85099983,37.5284996,110.6699982,53.59000015,14.55599976
2027.219971,26.49250031,28.71349907,37.86800003,112.1800003,54.34999847,14.79533291
2040.589966,26.45000076,27.97200012,37.92399979,111.0199966,54.65999985,15.09200001
2049.580078,26.47999954,27.60400009,37.77050018,111.4499969,53.49000168,15.51599979
2051.600098,26.47750092,27.6989994,38.10800171,111.8499985,53.86000061,15.88799953
2049.800049,26.68000031,28.02400017,38.00249863,112.25,54.06999969,15.61600018
2036.709961,26.53249931,28.48150063,37.87799835,112.5400009,53.97000122,14.83866692
2035.939941,26.41749954,29.14749908,37.74200058,113.0500031,54.20999908,15.1833334
2037.050049,26.29750061,28.99349976,37.66400146,113.6900024,53.54000092,15.350667
2055.01001,26.92000008,29.69300079,38.29449844,116.1399994,54.70999908,15.34200001
2063.949951,27.38999939,29.93449974,38.41699982,114.6999969,55.04999924,15.1260004
2059.73999,27.24749947,29.68199921,38.14500046,114.0999985,55.22999954,15.31799984
2072.780029,27.49749947,29.92499924,38.48350143,116.0599976,55.56999969,15.83933258
2066.129883,27.78000069,29.65950012,38.25600052,112.5500031,55.43000031,16.4659996
2045.170044,27.45249939,29.30699921,37.92850113,112.2200012,54.56000137,17.03133392
2066.659912,27.73999977,30.10400009,38.4034996,113.7099991,55.11999893,17.69466782
2041.910034,27.13500023,29.57150078,38.00600052,113.6399994,54.45999908,17.14666748
2047.599976,27.16500092,29.72999954,37.9734993,110.6299973,54.41999817,16.67133331
2041.98999,27.25499916,29.79649925,37.8769989,108.9899979,54.31000137,16.66133308
2061.719971,27.61000061,30.15850067,38.2159996,110.6100006,54.65000153,16.52133369
2082.419922,28.01000023,30.74099922,38.59550095,110.5100021,55.34999847,16.96866608
2082.780029,28.02499962,31.03750038,38.76950073,110.8399963,55.36000061,16.79066658
2080.72998,27.46249962,31.29450035,39,109.6399994,55.65000153,16.96733284
2094.340088,26.87000084,31.76749992,39.38399887,110.4499969,56.45999908,16.92533302
2100.800049,26.72750092,31.39500046,38.8125,112.2900009,56.38999939,16.49133301
2102.399902,26.78249931,31.64949989,38.74599838,112.4199982,55.59000015,16.66466713
2091.47998,26.49250031,31.54999924,39,113.4400024,55.77999878,16.55266762
2091.580078,26.42000008,31.02499962,36.88850021,110.5599976,51.77999878,16.91666794
2087.790039,26.27000046,31.30999947,37.11050034,110.0999985,52.11000061,16.78800011
2091.699951,26.08749962,30.84399986,36.26850128,108.7600021,51.43999863,16.91600037
2095.149902,24.45499992,30.32850075,36.07300186,108.8899994,50.93999863,16.76466751
2075.810059,23.70750046,30.10000038,35.25299835,116.7300034,49.90000153,16.51399994
2065.300049,23.43499947,32.97949982,35.39400101,117.5800018,49.86999893,16.05066681
2081.429932,23.40999985,34.19250107,35.72050095,118.5699997,50.61000061,16.12000084
2063.370117,23.79500008,33.56600189,35.42200089,117.4300003,49.77999878,15.48799992
2051.120117,23.54750061,33.54499817,35.56850052,118.0599976,49.86999893,14.83733273
2050.629883,23.30999947,32.95449829,35.73550034,117.8099976,49.93999863,14.10200024
2057.139893,23.18000031,33.69749832,36.25899887,119.4899979,50.38999939,14.32866669
2058.689941,23.19750023,33.98749924,36.45650101,119.2399979,50.06999969,13.92800045
2084.389893,23.35499954,35.1534996,36.96900177,120.5,51.02000046,13.91266727
2064.459961,23.12750053,35.66149902,36.52750015,119.5199966,51.04999924,13.93066692
2064.110107,22.58499908,35.89649963,36.4034996,120.2799988,51.50999832,13.81866741
2046.609985,22.62999916,35.49599838,36.24150085,119.8099976,51.08000183,13.84066677
2066.659912,23.46999931,35.53300095,36.51499939,118.6699982,51.83000183,13.88599968
2047.209961,23.37249947,34.76350021,36.0094986,117.3499985,50.50999832,13.64400005
2047.630005,23.63999939,34.87250137,36.0890007,117.6500015,50.81000137,14.07800007
2040.040039,23.54999924,34.92599869,35.76549911,116.8099976,50.31999969,14.34733295
2052.320068,23.80500031,35.13999939,36.08549881,117.3499985,50.61999893,14.68533325
2048.040039,24.10750008,34.83750153,35.86249924,115.9700012,50.02999878,14.41466713
2076.060059,24.47500038,35.20999908,36.6515007,117.6999969,51.59000015,14.52733326
2090.540039,24.90500069,35.41749954,36.90499878,117.8899994,52.11999893,14.63866711
2090.100098,25.10250092,35.74549866,36.8465004,119.4700012,51.88999939,15.00800037
2099.060059,25.08749962,35.61199951,37.38000107,119.3799973,52.31999969,14.86933327
2096.949951,24.96500015,36.13949966,37.44250107,118.8099976,53,14.88199997
2099.330078,24.61499977,35.97200012,37.42300034,118.7799988,52.84999847,14.63733292
2105.26001,24.43000031,36.41199875,37.21350098,118.9300003,52.47999954,14.59733295
2099.129883,24.47999954,36.27700043,36.79299927,118.4700012,51.79000092,14.59933281
2109.409912,24.65749931,36.33649826,36.50299835,118.7900009,52.13000107,14.71199989
2112.129883,24.75749969,36.18700027,36.55450058,117.7600021,52.09999847,15.48933315
2119.120117,24.73500061,36.33200073,37.14649963,118.3899994,52.04000092,15.70133305
2115.47998,24.91250038,36.38249969,37.12599945,118.5599976,51.61999893,15.29066658
2096.070068,24.70750046,35.89550018,36.65950012,116.6200027,51.47999954,14.58600044
2079.060059,24.33499908,35.76200104,36.59400177,113.9499969,50.13999939,14.52466679
2075.320068,24.36499977,35.96500015,36.66249847,114.9400024,49.83000183,14.33066654
2071.5,24.28499985,35.71300125,36.60950089,114.5999985,49.68999863,14.51333332
2077.98999,24.38750076,35.87549973,36.21250153,114.3899994,50.38999939,14.52866745
2071.219971,23.83250046,35.31949997,35.21250153,113.0199966,50.13000107,14.36466694
2083.25,23.77499962,35.70050049,35.30649948,113.3700027,50.06999969,14.64666653
2088.899902,23.97750092,35.79100037,35.44400024,114.3799973,51.18999863,14.64066696
2085.449951,23.88750076,35.52999878,35.52349854,113.9100037,50.99000168,13.11066723
2113.320068,24.02499962,36.10400009,35.74349976,115.0800018,51.90999985,13.09333324
2037.410034,23.35000038,34.94800186,34.25999832,112.0800018,49.83000183,12.87666702
2000.540039,23.01000023,34.56800079,34.05699921,108.9700012,48.43000031,13.23666668
2036.089966,23.39749908,35.39749908,34.56299973,112.6999969,49.43999863,13.45266724
2070.77002,23.60000038,35.77999878,34.7594986,114.1600037,50.54000092,14.0126667
2098.860107,23.89999962,35.78099823,35.17649841,114.2799988,51.16999817,14.15200043
2102.949951,23.97249985,36.2840004,35.51250076,114.1900024,51.15999985,14.4333334
2088.550049,23.74749947,36.40499878,35.24449921,114.1999969,51.16999817,14.26533318
2099.72998,23.88249969,36.88050079,35.44850159,116.6999969,51.38000107,14.29599953
2097.899902,23.98500061,36.82849884,35.36299896,115.8499985,51.38000107,14.39599991
2129.899902,24.17000008,37.29050064,35.88899994,117.2399979,52.29999924,14.45199966
2137.159912,24.24500084,37.68899918,36.36000061,117.8700027,52.59000015,14.98533344
2152.139893,24.35499954,37.41049957,36.62549973,117.9300003,53.20999908,14.9766674
2152.429932,24.21750069,37.13150024,36.47399902,116.7799988,53.50999832,14.83533287
2163.75,24.69750023,37.06000137,36.79000092,117.2900009,53.74000168,14.76866722
2161.73999,24.69499969,36.77199936,36.78150177,116.8600006,53.70000076,14.69333267
2166.889893,24.95750046,36.80350113,37.65999985,119.3700027,53.95999908,15.08333302
2163.780029,24.96750069,36.99750137,37.67050171,120.6100006,53.09000015,15.01733303
2173.02002,24.98999977,37.2859993,37.85400009,121.9199982,55.90999985,15.22399998
2165.169922,24.85750008,37.2215004,37.72050095,120.6100006,55.79999924,14.69999981
2175.030029,24.66500092,37.24300003,37.9640007,121,56.56999969,14.81799984
2168.47998,24.33499908,36.98049927,37.87599945,121.6299973,56.72999954,15.33399963
2169.179932,24.16749954,36.77949905,37.88249969,121.2200012,56.75999832,15.30066681
2166.580078,25.73749924,36.83349991,38.0984993,123.3399963,56.18999863,15.23266697
2170.060059,26.08499908,37.63050079,38.29199982,125,56.20999908,15.3739996
2173.600098,26.05249977,37.94049835,39.56700134,123.9400024,56.68000031,15.65266705
2170.840088,26.51250076,38.38700104,40.04700089,124.3099976,56.58000183,15.33399963
2157.030029,26.12000084,38.02899933,40.00600052,123.0899963,56.58000183,15.14666653
2163.790039,26.44750023,37.73199844,39.94599915,122.5100021,56.97000122,15.05266666
2164.25,26.46750069,38.03850174,39.86249924,124.3600006,57.38999939,15.3739996
2182.870117,26.87000084,38.29899979,40.3465004,125.1500015,57.95999908,15.33533287
2180.889893,27.09250069,38.32799911,40.26150131,125.2600021,58.06000137,15.07733345
2181.73999,27.20249939,38.41550064,40.37400055,125.0599976,58.20000076,15.27200031
2175.48999,27,38.4280014,40.42449951,124.8799973,58.02000046,15.04333305
2185.790039,26.98250008,38.56200027,40.40999985,124.9000015,58.29999924,14.99400043
2184.050049,27.04500008,38.62799835,40.35250092,124.8799973,57.93999863,15.04066658
2190.149902,27.37000084,38.42449951,40.29800034,123.9000015,58.11999893,15.03933334
2178.149902,27.34499931,38.20199966,40.05950165,123.3000031,57.43999863,14.90733337
2182.219971,27.30500031,38.23149872,40.27099991,124.3700027,57.56000137,14.88266659
2187.02002,27.27000046,38.22299957,40.13750076,123.9100037,57.59999847,14.90066719
2183.870117,27.34000015,37.8655014,39.98249817,123.5599976,57.61999893,15
2182.639893,27.12750053,37.97399902,39.84749985,124.1500015,57.66999817,14.86200047
2186.899902,27.21249962,38.12250137,39.82949829,124.3700027,57.88999939,14.98933315
2175.439941,27.00749969,37.86249924,39.68000031,123.4800034,57.95000076,14.84133339
2172.469971,26.89249992,37.96099854,39.56499863,123.8899994,58.16999817,14.73066711
2169.040039,26.73500061,38.45000076,39.6609993,124.9599991,58.02999878,14.66600037
2180.379883,26.70499992,38.5644989,39.79100037,126.5400009,58.09999847,14.34666729
2176.120117,26.5,38.37900162,39.59600067,125.8399963,57.88999939,14.08933258
2170.949951,26.52499962,38.45800018,39.49250031,126.1200027,57.45999908,14.13399982
2170.860107,26.68250084,38.53099823,39.56999969,126.1699982,57.59000015,13.3846674
2179.97998,26.93250084,38.62200165,39.84349823,126.5100021,57.66999817,13.18533325
2186.47998,26.92499924,39.44350052,40.40100098,129.7299957,57.61000061,13.52200031
2186.159912,27.09000015,39.22399902,40.3995018,131.0500031,57.65999985,13.44733334
2181.300049,26.37999916,39.20299911,40.14199829,130.2700043,57.43000031,13.15733337
2127.810059,25.78249931,38.00699997,39.42399979,127.0999985,56.20999908,12.96466732
2159.040039,26.36000061,38.57450104,39.94100189,128.6900024,57.04999924,13.22000027
2127.02002,26.98749924,38.05049896,39.43600082,127.2099991,56.52999878,13.06999969
2125.77002,27.94249916,38.05450058,39.52299881,127.7699966,56.25999832,13.09399986
2147.26001,28.89249992,38.48450089,40.06150055,128.3500061,57.18999863,13.36133289
2139.159912,28.72999954,38.92599869,39.89849854,129.0700073,57.25,13.69333267
2139.120117,28.39500046,38.75500107,39.76950073,128.6499939,56.93000031,13.75599957
2139.76001,28.39249992,39.01100159,39.98899841,128.6399994,56.81000137,13.64266682
2163.120117,28.38750076,39.48699951,40.25149918,129.9400024,57.75999832,13.68133259
2177.179932,28.65500069,40.23500061,40.79750061,130.0800018,57.81999969,13.76200008
2164.689941,28.17749977,40.28749847,40.7480011,127.9599991,57.43000031,13.82999992
2146.100098,28.21999931,39.95800018,40.13249969,127.3099976,56.90000153,13.93266678
2159.929932,28.27249908,40.80550003,40.53649902,128.6900024,57.95000076,13.72066689
2171.370117,28.48749924,41.43600082,40.50299835,129.2299957,58.02999878,13.75133324
2151.129883,28.04500008,41.45249939,40.13199997,128.0899963,57.40000153,13.38000011
2168.27002,28.26250076,41.8655014,40.20299911,128.2700043,57.59999847,13.60200024
2161.199951,28.12999916,41.8370018,40.01900101,128.7700043,57.41999817,14.24666691
2150.48999,28.25,41.70149994,40.13949966,128.1900024,57.24000168,14.09399986
2159.72998,28.26250076,42.2179985,40.06150055,128.4700012,57.63999939,13.89733315
2160.77002,28.47249985,42.08300018,40.15399933,128.7400055,57.74000168,13.39999962
2153.73999,28.51499939,41.9715004,40.03549957,128.9900055,57.79999924,13.10733318
2163.659912,29.01250076,42.08549881,40.70849991,130.2400055,58.04000092,13.39666653
2136.72998,29.07500076,41.54999924,40.47850037,128.8800049,57.18999863,13.34000015
2139.179932,29.33499908,41.70449829,40.58850098,129.0500031,57.11000061,13.43400002
2132.550049,29.24500084,41.4640007,40.20399857,127.8199997,56.91999817,13.34933281
2132.97998,29.40749931,41.14799881,40.22999954,127.8799973,57.41999817,13.100667
2126.5,29.38750076,40.64749908,40.34199905,127.5400009,57.22000122,12.93066692
2139.600098,29.36750031,40.88249969,41.07450104,128.5700073,57.65999985,13.2733326
2144.290039,29.28000069,40.8844986,41.34199905,130.1100006,57.52999878,13.57066727
2141.340088,29.26499939,40.51599884,41.08150101,130,57.25,13.2733326
2141.159912,29.14999962,40.94950104,41.20299911,132.0700073,59.65999985,13.33933258
2151.330078,29.41250038,41.90449905,41.78699875,133.2799988,61,13.51733303
2143.159912,29.5625,41.75899887,41.42750168,132.2899933,60.99000168,13.48933315
2139.429932,28.89749908,41.12950134,41.10499954,131.0399933,60.63000107,13.48266697
2133.040039,28.62000084,40.91799927,40.86750031,129.6900024,60.09999847,13.600667
2126.409912,28.43000031,38.81600189,40.97800064,131.2899933,59.86999893,13.33133316
2126.149902,28.38500023,39.49100113,40.49499893,130.9900055,59.91999817,13.18200016
2111.719971,27.87249947,39.27050018,40.27399826,129.5,59.79999924,12.7193327
2097.939941,27.89749908,38.27799988,39.42100143,127.1699982,59.43000031,12.53466702
2088.659912,27.45750046,38.35150146,39.10950089,120,59.20999908,12.49466705
2085.179932,27.20999908,37.75249863,39.05500031,120.75,58.70999908,12.70400047
2131.52002,27.60250092,39.24649811,40.10150146,122.1500015,60.41999817,12.88066673
2139.560059,27.76499939,39.38750076,40.59899902,124.2200012,60.47000122,12.99600029
2163.26001,27.71999931,38.59400177,40.27949905,123.1800003,60.16999817,12.67066669
2167.47998,26.94750023,37.11899948,39.01449966,120.8000031,58.70000076,12.35666656
2164.449951,27.10750008,36.95050049,38.58750153,119.0199966,59.02000046,12.57066727
2164.199951,26.42749977,35.95349884,37.6609993,115.0800018,58.11999893,12.09666729
2180.389893,26.77750015,37.16199875,38.75799942,117.1999969,58.86999893,12.25133324
2176.939941,27.49749947,37.32450104,38.99900055,116.3399963,59.65000153,12.26200008
2187.120117,27.48749924,37.81999969,39.30799866,117.7900009,60.63999939,12.57733345
2181.899902,27.51499939,38.00799942,38.79850006,117.0199966,60.34999847,12.33466721
2198.179932,27.93250084,39,39.24000168,121.7699966,60.86000061,12.30133343
2202.939941,27.95000076,39.26649857,39.25,121.4700012,61.11999893,12.74466705
2204.719971,27.80750084,39.00600052,38.95000076,120.8399963,60.40000153,12.8760004
2213.350098,27.94750023,39.01850128,39.01150131,120.3799973,60.52999878,13.10999966
2201.719971,27.89249992,38.33850098,39.28950119,120.4100037,60.61000061,13.07466698
2204.659912,27.86499977,38.12599945,39.47200012,120.8700027,61.09000015,12.63799953
2198.810059,27.62999916,37.5284996,38.79399872,118.4199982,60.25999832,12.62666702
2191.080078,27.37249947,37.18249893,38.21649933,115.0999985,59.20000076,12.12533283
2191.949951,27.47500038,37.01699829,38.22299957,115.4000015,59.25,12.09799957
2204.709961,27.27750015,37.9679985,38.9109993,117.4300003,60.22000122,12.4533329
2212.22998,27.48749924,38.23600006,38.80899811,117.3099976,59.95000076,12.39000034
2241.350098,27.75749969,38.52099991,39.57350159,117.9499969,61.36999893,12.87666702
2246.189941,28.03000069,38.36650085,39.75849915,118.9100037,61.00999832,12.81933308
2259.530029,28.48749924,38.43299866,40.47249985,119.6800003,61.97000122,12.81200027
2256.959961,28.32500076,38.00600052,40.39500046,117.7699966,62.16999817,12.82866669
2271.719971,28.79750061,38.71699905,40.76699829,120.3099976,62.97999954,13.21000004
2253.280029,28.79750061,38.44100189,40.89450073,120.2099991,62.68000031,13.24600029
2262.030029,28.95499992,38.04999924,40.78250122,120.5699997,62.58000183,13.17199993
2258.070068,28.99250031,37.88850021,40.49200058,119.8700027,62.29999924,13.49933338
2262.530029,29.15999985,38.29999924,40.625,119.2399979,63.61999893,13.51533318
2270.76001,29.23749924,38.56100082,40.75999832,119.0899963,63.54000092,13.91933346
2265.179932,29.26499939,38.52999878,40.61000061,119.0400009,63.54000092,13.84666729
2260.959961,29.07250023,38.31700134,40.48400116,117.4000015,63.54999924,13.89666653
2263.790039,29.12999916,38.02949905,40.38999939,117.2699966,63.24000168,14.22266674
2268.879883,29.31500053,38.56999969,40.49649811,118.0100021,63.27999878,14.63533306
2249.919922,29.19000053,38.60649872,40.22850037,116.9199982,62.99000168,14.649333
2249.26001,29.18250084,38.25749969,40.14400101,116.3499985,62.90000153,14.31200027
2238.830078,28.95499992,37.49349976,39.62250137,115.0500031,62.13999939,14.24600029
2257.830078,29.03750038,37.68349838,40.40050125,116.8600006,62.58000183,14.4659996
2270.75,29.00499916,37.85900116,40.38850021,118.6900024,62.29999924,15.13266659
2269,29.15250015,39.02249908,40.65100098,120.6699982,62.29999924,15.11666679
2276.97998,29.47750092,39.79949951,41.26050186,123.4100037,62.84000015,15.26733303
2268.899902,29.74749947,39.84600067,41.35900116,124.9000015,62.63999939,15.41866684
2268.899902,29.77750015,39.79499817,41.30049896,124.3499985,62.61999893,15.32466698
2275.320068,29.9375,39.95100021,41.49300003,126.0899963,63.18999863,15.31533337
2270.439941,29.8125,40.68199921,41.47650146,126.6200027,62.61000061,15.30599976
2274.639893,29.76000023,40.85699844,41.54700089,128.3399963,62.70000076,15.85000038
2267.889893,30,40.48600006,41.3730011,127.8700027,62.52999878,15.70533276
2271.889893,29.99749947,40.37400055,41.45100021,127.9199982,62.5,15.89066696
2263.689941,29.94499969,40.45199966,41.21849823,127.5500031,62.29999924,16.25066757
2271.310059,30,40.41650009,41.40850067,127.0400009,62.74000168,16.31533241
2265.199951,30.02000046,40.89400101,42.2215004,128.9299927,62.95999908,16.59466743
2280.070068,29.99250031,41.12200165,42.47650146,129.3699951,63.52000046,16.97400093
2298.370117,30.46999931,41.82600021,42.92250061,131.4799957,63.68000031,16.96466637
2296.679932,30.48500061,41.95750046,42.84899902,132.7799988,64.26999664,16.83399963
2294.689941,30.48749924,41.78850174,42.25149918,132.1799927,65.77999878,16.86333275
2280.899902,30.40749931,41.51900101,41.19150162,130.9799957,65.12999725,16.70866776
2278.870117,30.33749962,41.17399979,41.0094986,130.3200073,64.65000153,16.79533386
2279.550049,32.1875,41.61750031,40.76200104,133.2299957,63.58000183,16.61599922
2280.850098,32.13249969,41.99750137,40.9129982,130.8399963,63.16999817,16.77000046
2297.419922,32.27000046,40.50999832,41.00650024,130.9799957,63.68000031,16.75533295
2292.560059,32.57249832,40.38199997,41.08100128,132.0599976,63.63999939,17.18466759
2293.080078,32.88249969,40.625,41.46149826,131.8399963,63.43000031,17.16533279
2294.669922,33.00999832,40.98550034,41.49399948,134.1999969,63.34000015,17.47200012
2307.870117,33.10499954,41.06800079,41.50299835,134.1399994,64.05999756,17.94666672
2316.100098,33.02999878,41.3730011,41.74250031,134.1900024,64,17.94866753
2328.25,33.32249832,41.82649994,41.94800186,134.0500031,64.72000122,18.70666695
2337.580078,33.75500107,41.81949997,42.00149918,133.8500061,64.56999969,18.73200035
2349.25,33.87749863,42.13499832,41.86600113,133.4400024,64.52999878,18.65066719
2347.219971,33.83750153,42.20700073,42.10850143,133.8399963,64.51999664,17.93000031
2351.159912,33.93000031,42.25350189,42.32749939,133.5299988,64.62000275,18.14866638
2365.379883,34.17499924,42.8219986,42.46350098,133.7200012,64.48999786,18.49266624
2362.820068,34.27750015,42.7804985,42.56800079,136.1199951,64.36000061,18.23399925
2363.810059,34.13249969,42.60950089,42.54999924,135.3600006,64.62000275,17.06599998
2367.340088,34.16500092,42.26200104,42.39049911,135.4400024,64.62000275,17.13333321
2369.75,34.23249817,42.43199921,42.48350143,136.4100037,64.23000336,16.41533279
2363.639893,34.24750137,42.2519989,42.24649811,135.5399933,63.97999954,16.66600037
2395.959961,34.94749832,42.65399933,42.83750153,137.4199982,64.94000244,16.66799927
2381.919922,34.74000168,42.44549942,42.49250031,136.7599945,64.01000214,16.69866753
2383.120117,34.94499969,42.49399948,42.45399857,137.1699982,64.25,16.77133369
2375.310059,34.83499908,42.33050156,42.36349869,137.4199982,64.26999664,16.74733353
2368.389893,34.88000107,42.30099869,42.55749893,137.3000031,64.40000153,16.57266617
2362.97998,34.75,42.52500153,42.68199921,137.7200012,64.98999786,16.45800018
2364.870117,34.66999817,42.65000153,42.89199829,138.2400055,64.73000336,16.32666779
